"id","Variable.Count","VPOPS.Mean","POPS.Count","PSS.Maximum","PSS.Mean","PSS.Standard.Deviation","VPOPS.Maximum","VPOPS.Standard.Deviation","Pattern.database.lower.bound.In.degree.Maximum","Pattern.database.lower.bound.In.degree.Mean","Pattern.database.lower.bound.In.degree.Standard.Deviation","Pattern.database.lower.bound.Leaf.Count","Pattern.database.lower.bound.NTC.Count","Pattern.database.lower.bound.NTC.Max","Pattern.database.lower.bound.NTC.Mean","Pattern.database.lower.bound.NTC.Standard.Deviation","Pattern.database.lower.bound.Out.degree.Maximum","Pattern.database.lower.bound.Out.degree.Mean","Pattern.database.lower.bound.Out.degree.Standard.Deviation","Pattern.database.lower.bound.Root.Count","Pattern.database.lower.bound.Total.Degree.Maximum","Pattern.database.lower.bound.Total.Degree.Mean","Pattern.database.lower.bound.Total.Degree.Standard.Deviation","Simple.lower.bound.In.degree.Maximum","Simple.lower.bound.In.degree.Mean","Simple.lower.bound.In.degree.Standard.Deviation","Simple.lower.bound.Leaf.Count","Simple.lower.bound.NTC.Count","Simple.lower.bound.NTC.Max","Simple.lower.bound.NTC.Mean","Simple.lower.bound.NTC.Standard.Deviation","Simple.lower.bound.Out.degree.Maximum","Simple.lower.bound.Out.degree.Mean","Simple.lower.bound.Out.degree.Standard.Deviation","Simple.lower.bound.Root.Count","Simple.lower.bound.Total.Degree.Maximum","Simple.lower.bound.Total.Degree.Mean","Simple.lower.bound.Total.Degree.Standard.Deviation","Greedy.hill.climbing.Error.bound","Greedy.hill.climbing.In.degree.Maximum","Greedy.hill.climbing.In.degree.Mean","Greedy.hill.climbing.In.degree.Standard.Deviation","Greedy.hill.climbing.Leaf.Count","Greedy.hill.climbing.Out.degree.Maximum","Greedy.hill.climbing.Out.degree.Mean","Greedy.hill.climbing.Out.degree.Standard.Deviation","Greedy.hill.climbing.Root.Count","Greedy.hill.climbing.Total.Degree.Maximum","Greedy.hill.climbing.Total.Degree.Mean","Greedy.hill.climbing.Total.Degree.Standard.Deviation","Anytime.window.A..Error.bound","Anytime.window.A..In.degree.Maximum","Anytime.window.A..In.degree.Mean","Anytime.window.A..In.degree.Standard.Deviation","Anytime.window.A..Leaf.Count","Anytime.window.A..Out.degree.Maximum","Anytime.window.A..Out.degree.Mean","Anytime.window.A..Out.degree.Standard.Deviation","Anytime.window.A..Root.Count","Anytime.window.A..Total.Degree.Maximum","Anytime.window.A..Total.Degree.Mean","Anytime.window.A..Total.Degree.Standard.Deviation","GOBNILP.Error.bound","GOBNILP.In.degree.Maximum","GOBNILP.In.degree.Mean","GOBNILP.In.degree.Standard.Deviation","GOBNILP.Leaf.Count","GOBNILP.Out.degree.Maximum","GOBNILP.Out.degree.Mean","GOBNILP.Out.degree.Standard.Deviation","GOBNILP.Root.Count","GOBNILP.Total.Degree.Maximum","GOBNILP.Total.Degree.Mean","GOBNILP.Total.Degree.Standard.Deviation","CPBayes.Error.bound","CPBayes.In.degree.Maximum","CPBayes.In.degree.Mean","CPBayes.In.degree.Standard.Deviation","CPBayes.Leaf.Count","CPBayes.Out.degree.Maximum","CPBayes.Out.degree.Mean","CPBayes.Out.degree.Standard.Deviation","CPBayes.Root.Count","CPBayes.Total.Degree.Maximum","CPBayes.Total.Degree.Mean","CPBayes.Total.Degree.Standard.Deviation","basic","basic_extended","lower_bounding","greedy_probing","A._probing","ILP_probing","CP_probing","Class"
"synth-1853-23-5-2-0.5-0-6565_bdeu-1-5",23,769.7,17703,5,3.84,0.98,2182,655.75,5,3.48,1.5,3,1,19,19,0,10,3.48,2.87,1,13,6.96,3.83,5,4.04,1.22,1,1,22,22,0,9,4.04,2.65,0,14,8.09,3.54,20.16,5,2.61,1.23,5,10,2.61,2.46,2,10,5.22,2.52,14.46,5,2.17,1.34,5,5,2.17,1.72,2,9,4.35,2.14,10.72,5,2.91,1.73,2,11,2.91,2.91,3,13,5.83,3.1,2.9,5,2.17,1.37,5,6,2.17,1.9,2,9,4.35,2.23,0,0,0,2,5,5,6,"astar.comp"
"synth-1854-26-4-2-0.5-0-259_bic-2",26,18.5,481,2,1.56,0.6,55,13.14,2,1.5,0.76,11,5,5,3,1.22,5,1.5,1.73,4,7,3,2.17,2,1.54,0.76,7,5,10,3.8,3.49,5,1.54,1.5,4,7,3.08,2.04,16.49,2,1.35,0.85,10,5,1.35,1.5,6,6,2.69,1.83,11.73,2,1.38,0.8,9,5,1.38,1.5,5,6,2.77,1.88,0.21,2,1.31,0.84,11,5,1.31,1.62,6,6,2.62,1.94,3.6,2,1.31,0.88,12,5,1.31,1.54,7,7,2.62,2.02,0,0,0,1,5,5,6,"cpbayes"
"synth-1855-32-3-2-0.5-0-259_bdeu-1-3",32,8.56,274,3,1.77,0.96,32,8.46,3,1.72,1.08,10,4,11,4.5,4.36,6,1.72,1.8,5,9,3.44,2.5,3,1.91,1.09,8,3,17,7.33,8.39,6,1.91,1.75,4,8,3.81,2.57,6.8,3,1.19,1.12,14,4,1.19,1.35,10,6,2.38,1.74,6.68,3,1.12,1.13,13,4,1.12,1.26,12,5,2.25,1.65,0,3,1.28,1.11,14,4,1.28,1.44,9,6,2.56,1.85,0.5,3,1.25,1.08,14,6,1.25,1.57,9,6,2.5,1.72,0,0,0,1,7,0,6,"ilp.141"
"synth-1857-52-7-2-0.5-0-371_bdeu-10-2",52,80.81,4202,2,1.84,0.4,205,54.31,2,2,0,6,7,24,5.57,8.16,6,2,1.34,0,8,4,1.34,2,2,0,6,9,24,5,7.16,6,2,1.27,0,8,4,1.27,11.84,2,1.87,0.4,11,6,1.87,1.52,1,8,3.73,1.46,11.12,2,1.85,0.5,11,6,1.85,1.5,3,8,3.69,1.49,1.55,2,1.85,0.46,16,9,1.85,2.15,2,9,3.69,1.86,-1,2,2,0,6,6,2,1.27,0,8,4,1.27,0,0,0,5,5,5,6,"ilp.141.nc"
"synth-1858-52-8-2-0.5-0-1045_bic-4",52,193.94,10085,4,2.89,0.86,1356,273.17,4,3.37,0.95,9,3,37,13.67,20.21,15,3.37,3.31,1,18,6.73,3.66,4,3.33,0.94,8,4,36,10.5,17,14,3.33,3.26,1,17,6.65,3.56,17.79,4,2.9,1.19,12,12,2.9,3.06,2,15,5.81,3.2,22.41,4,2.25,1.36,14,11,2.25,2.27,8,13,4.5,2.49,3.14,4,2.65,1.25,17,14,2.65,3.32,3,15,5.31,3.15,-1,4,3.33,0.94,8,14,3.33,3.26,1,17,6.65,3.56,0,0,0,5,5,5,6,"ilp.141"
"synth-1860-28-8-2-0.5-0-142_bdeu-100-3",28,547.75,15337,3,2.79,0.47,1026,231.48,3,3,0,4,1,23,23,0,11,3,2.74,0,14,6,2.74,3,3,0,5,3,15,6.67,7.23,12,3,2.91,0,15,6,2.91,7.75,3,2.79,0.69,4,14,2.79,3,1,14,5.57,2.44,4.84,3,2.71,0.85,8,12,2.71,2.98,2,12,5.43,2.59,1.9,3,2.68,0.77,6,11,2.68,2.98,1,13,5.36,2.67,1.6,3,2.75,0.8,7,10,2.75,2.76,2,12,5.5,2.35,0,0,0,2,5,5,6,"astar.comp"
"synth-1861-22-2-2-0.5-0-782_bdeu-10-4",22,40.41,889,4,2.36,0.95,162,39.46,4,2.55,0.96,3,2,9,8.5,0.71,9,2.55,2.26,1,12,5.09,2.89,4,2.77,1.15,3,2,17,9.5,10.61,9,2.77,2.35,1,12,5.55,3.14,15.6,3,1.95,1,6,11,1.95,2.46,3,11,3.91,2.37,13.19,4,1.82,1.14,6,8,1.82,1.99,3,8,3.64,2.11,0.1,3,1.77,0.92,8,7,1.77,2.09,3,9,3.55,2.13,0,4,1.82,1.14,7,8,1.82,2.04,4,8,3.64,2.11,0,0,0,1,5,5,6,"cpbayes"
"synth-1863-40-7-2-0.5-0-109_bdeu-100-3",40,1649.07,65963,3,2.85,0.39,3329,751.51,3,2.93,0.47,7,3,25,9.67,13.28,14,2.93,3.04,1,17,5.85,3.15,3,2.93,0.47,7,9,9,3,2.29,16,2.93,3.25,1,19,5.85,3.36,6.85,3,2.78,0.73,7,14,2.78,3.02,2,15,5.55,2.83,4.04,3,2.78,0.73,9,11,2.77,2.94,2,13,5.55,2.81,3.8,3,2.77,0.73,11,15,2.78,3.23,2,15,5.55,2.91,1.9,3,2.77,0.73,10,12,2.77,2.92,2,15,5.55,2.78,0,0,0,5,5,5,6,"astar.comp"
"synth-1864-33-8-2-0.5-0-292_bdeu-0.1-5",33,39.24,1295,5,2.83,1.28,248,58.09,5,2.55,1.35,5,2,20,11,12.73,10,2.55,2.55,1,15,5.09,3.51,5,2.55,1.2,8,5,12,4.4,4.28,10,2.55,2.55,0,14,5.09,3.19,11.73,5,1.88,1.36,11,7,1.88,2.09,4,12,3.76,2.67,11.32,5,1.85,1.5,9,6,1.85,1.7,5,8,3.7,2.23,1.05,5,1.88,1.17,11,10,1.88,2.3,2,10,3.76,2.22,2,5,2,1.35,9,7,2,2.09,4,11,4,2.33,0,0,0,1,5,5,6,"ilp.162.nc"
"synth-1865-33-6-2-0.5-0-235_bic-3",33,22.97,758,3,1.95,0.81,93,21.69,3,2.12,0.78,8,4,13,5.5,5.2,7,2.12,1.96,0,10,4.24,2.29,3,2.18,0.77,6,5,15,4.8,5.72,6,2.18,1.74,0,9,4.36,2.1,16.1,3,1.73,0.84,12,7,1.73,1.94,2,8,3.45,1.99,12.57,3,1.61,1,9,6,1.61,1.68,5,8,3.21,1.87,1.33,3,1.55,0.97,12,7,1.55,1.94,5,8,3.09,1.99,2.3,3,1.76,0.97,10,7,1.76,1.92,4,9,3.52,2,0,0,0,1,5,5,6,"ilp.162.nc"
"synth-1866-34-2-2-0.5-0-270_bdeu-100-2",34,187.82,6386,2,1.89,0.33,404,105.39,2,1.88,0.48,8,8,4,2.88,0.83,12,1.88,2.4,2,14,3.76,2.54,2,1.88,0.48,8,7,5,3.43,0.98,10,1.88,2.17,2,12,3.76,2.32,6.79,2,1.79,0.59,14,11,1.79,2.72,3,13,3.59,2.65,5.56,2,1.79,0.59,13,14,1.79,3.13,3,14,3.59,2.91,0.34,2,1.74,0.62,13,13,1.74,2.77,3,15,3.47,2.85,0.7,2,1.79,0.59,13,14,1.79,3.04,3,14,3.59,2.83,0,0,0,3,5,5,6,"cpbayes"
"synth-1867-27-4-2-0.5-0-5292_bdeu-0.1-4",27,90.37,2440,4,3.11,0.94,405,97.33,4,2.81,1.08,4,2,20,11.5,12.02,7,2.81,2.2,1,10,5.63,2.73,4,3.15,1.03,1,1,26,26,0,11,3.15,2.43,1,15,6.3,3.18,17.16,4,2.04,1.56,7,6,2.04,1.97,7,9,4.07,2.18,14.05,4,1.48,1.48,10,4,1.48,1.42,10,7,2.96,1.45,1.69,4,1.59,1.5,10,5,1.59,1.58,10,7,3.19,1.66,8.1,4,1.48,1.48,10,4,1.48,1.4,10,7,2.96,1.45,0,0,0,1,5,5,6,"ilp.162"
"synth-1868-35-6-2-0.5-0-479_bdeu-10-5",35,459.03,16066,5,3.63,1.02,2152,582.13,5,4.23,0.97,3,2,28,15,18.38,12,4.23,3.34,0,17,8.46,3.86,5,4.34,0.87,3,2,29,15.5,19.09,11,4.34,3.35,0,16,8.69,3.9,18.65,5,3.2,1.35,7,11,3.2,3.42,2,15,6.4,3.13,18.52,5,3.09,1.63,7,13,3.09,2.85,3,13,6.17,2.86,3.76,5,3.2,1.39,8,13,3.2,3.5,1,14,6.4,3.33,-1,5,4.34,0.87,3,11,4.34,3.35,0,16,8.69,3.9,0,0,0,3,5,5,6,"ilp.162"
"synth-1870-38-6-2-0.5-0-430_bdeu-0.1-2",38,13.68,520,2,1.57,0.63,50,12.89,2,1.71,0.57,11,9,5,2.56,1.01,7,1.71,1.72,2,9,3.42,1.98,2,1.71,0.57,11,9,4,2.44,0.73,7,1.71,1.72,2,9,3.42,1.98,11.94,2,1.45,0.8,14,7,1.45,1.59,7,9,2.89,1.87,12.42,2,1.29,0.87,13,7,1.29,1.41,10,9,2.58,1.59,1.16,2,1.24,0.85,17,9,1.24,1.78,10,10,2.47,1.87,1.5,2,1.39,0.79,13,7,1.39,1.52,7,9,2.79,1.73,0,0,0,1,5,4,6,"ilp.162.nc"
"synth-1871-59-7-2-0.5-0-108_bdeu-0.1-5",59,36.81,2172,5,3.66,1.54,544,87.86,5,2.92,1.87,10,2,42,22,28.28,9,2.92,2.42,7,14,5.83,3.77,5,3.03,1.78,9,2,44,23,29.7,9,3.03,2.48,6,14,6.07,3.73,15.3,5,1.51,1.28,22,8,1.51,1.8,14,8,3.02,2.19,13.53,5,1.75,1.69,17,8,1.75,1.82,16,13,3.49,2.81,2.81,5,1.56,1.42,25,7,1.56,1.85,14,9,3.12,2.28,-1,5,3.03,1.78,9,9,3.03,2.48,6,14,6.07,3.73,0,0,0,3,5,5,6,"ilp.162.nc"
"synth-1872-53-2-2-0.5-0-7667_bdeu-100-2",53,267.83,14195,2,1.91,0.29,904,198.94,2,1.96,0.19,15,7,16,4.57,5.13,20,1.96,3.11,0,22,3.92,3.14,2,1.96,0.19,13,10,9,3.4,2.17,20,1.96,3.07,0,22,3.92,3.1,18.38,2,1.89,0.38,20,25,1.89,3.8,1,27,3.77,3.8,18.2,2,1.81,0.56,20,26,1.81,3.79,4,28,3.62,3.88,1.18,2,1.85,0.41,26,28,1.85,4.22,1,29,3.7,4.06,1.7,2,1.89,0.42,22,28,1.89,4.08,2,28,3.77,3.86,0,0,0,5,5,5,6,"ilp.141"
"synth-1873-34-3-2-0.5-0-4283_bdeu-1-3",34,140.94,4792,3,2.58,0.63,512,152.48,3,2.44,0.96,5,3,25,9.67,13.28,9,2.44,2.05,3,12,4.88,2.65,3,2.53,0.93,4,3,26,10,13.86,8,2.53,1.85,3,11,5.06,2.5,19.09,3,1.97,1.03,9,8,1.97,2.11,4,9,3.94,2.23,18.31,3,1.71,1.19,11,7,1.71,1.83,8,9,3.41,2.19,0.74,3,1.76,1.16,12,9,1.76,2.13,7,11,3.53,2.27,5.8,3,1.56,1.24,11,6,1.56,1.62,10,9,3.12,1.9,0,0,0,3,5,6,6,"ilp.162.nc"
"synth-1874-58-8-2-0.5-0-104_bic-5",58,19.64,1139,3,1.74,0.72,94,21.08,3,1.9,0.74,15,7,18,4.43,6,7,1.9,1.76,2,9,3.79,2.08,3,1.9,0.74,16,7,17,4.57,5.5,8,1.9,1.84,2,10,3.79,2.14,8,3,1.47,0.8,21,6,1.47,1.67,7,8,2.93,2,9.36,3,1.17,0.94,18,5,1.17,1.13,17,7,2.34,1.65,1.65,3,1.59,0.8,20,8,1.59,1.85,5,10,3.17,2,1.1,3,1.76,0.82,17,9,1.76,2.05,4,11,3.52,2.19,0,0,0,3,5,5,6,"ilp.162.nc"
"synth-1875-20-2-2-0.5-0-584_bdeu-10-5",20,69.05,1381,5,2.65,1.02,282,73.46,4,2.5,0.95,5,3,10,4.67,4.62,8,2.5,2.4,0,11,5,2.94,5,3,1.12,2,2,14,9,7.07,9,3,2.41,0,13,6,3.23,5.19,4,2.2,1.06,5,7,2.2,2.38,1,10,4.4,2.33,1.97,4,2.15,1.18,4,9,2.15,2.28,2,11,4.3,2.41,0.11,4,2,1.12,6,9,2,2.32,2,9,4,1.97,0,4,2,1.26,5,8,2,2.13,3,10,4,2.32,0,0,0,1,4,5,6,"cpbayes"
"synth-1876-47-6-2-0.5-0-1674_bdeu-1-3",47,265.47,12477,3,2.61,0.6,1647,338.59,3,2.81,0.5,6,3,36,13.33,19.63,13,2.81,2.55,0,16,5.62,2.7,3,2.89,0.37,6,7,23,5.29,7.83,12,2.89,2.56,0,15,5.79,2.68,17.18,3,2.45,0.97,12,14,2.45,2.9,4,14,4.89,2.85,20.37,3,2.19,1.12,9,12,2.19,2.25,6,15,4.38,2.61,2.65,3,2.3,1,15,10,2.3,2.83,4,12,4.6,2.77,-1,3,2.89,0.37,6,12,2.89,2.56,0,15,5.79,2.68,0,0,0,5,5,5,6,"ilp.141"
"synth-1878-36-8-2-0.5-0-138_bdeu-0.1-2",36,10.33,372,2,1.35,0.65,43,10.02,2,1.58,0.55,12,6,8,3.5,2.35,6,1.58,1.59,1,8,3.17,1.92,2,1.58,0.55,9,11,4,2.36,0.67,6,1.58,1.54,1,8,3.17,1.87,6.36,2,1.31,0.62,14,5,1.31,1.37,3,6,2.61,1.38,5.52,2,1.17,0.85,13,6,1.17,1.38,10,8,2.33,1.69,0,2,1.31,0.71,12,6,1.31,1.41,5,8,2.61,1.64,1.5,2,1.31,0.71,13,6,1.31,1.47,5,8,2.61,1.68,0,0,0,1,5,0,6,"ilp.162"
"synth-1879-44-4-2-0.5-0-659_bdeu-0.1-4",44,37.73,1660,4,2.53,1.04,183,42.28,4,2.41,1.23,10,1,32,32,0,10,2.41,2.25,3,13,4.82,3.11,4,2.59,1.3,8,2,30,16.5,19.09,9,2.59,2.32,3,13,5.18,3.34,22.71,4,1.8,1.19,15,10,1.8,2.22,6,12,3.59,2.57,20.45,4,1.55,1.27,13,7,1.55,1.77,12,9,3.09,2.38,0.27,4,1.61,1.2,17,8,1.61,1.99,8,10,3.23,2.34,-1,4,2.59,1.3,8,9,2.59,2.32,3,13,5.18,3.34,0,0,0,2,5,5,6,"ilp.141"
"synth-1880-38-7-2-0.5-0-3050_bdeu-0.1-5",38,454.18,17259,5,3.3,0.93,1876,556.19,5,4.05,1.18,3,1,35,35,0,12,4.05,3.09,1,16,8.11,3.69,5,4.18,1.23,3,1,35,35,0,11,4.18,3.02,1,15,8.37,3.71,20.87,5,3.13,1.66,7,10,3.13,2.88,4,12,6.26,3.01,19.17,5,2.82,1.72,8,10,2.82,2.73,5,12,5.63,2.9,4.17,5,2.76,1.63,12,11,2.76,3.08,4,13,5.53,3.02,-1,5,4.18,1.23,3,11,4.18,3.02,1,15,8.37,3.71,0,0,0,4,5,5,6,"ilp.162"
"synth-1881-41-8-2-0.5-0-222_bdeu-100-2",41,219.29,8991,2,1.91,0.3,400,116.17,2,1.9,0.44,10,8,7,3.12,1.89,6,1.9,1.7,2,8,3.8,1.86,2,1.9,0.44,9,8,9,3.38,2.45,6,1.9,1.66,2,8,3.8,1.82,5.24,2,1.83,0.54,11,9,1.83,1.83,3,9,3.66,1.78,4.18,2,1.8,0.6,12,12,1.8,2.25,4,14,3.61,2.35,0.96,2,1.83,0.54,15,9,1.83,2.23,3,10,3.66,2.16,0.7,2,1.83,0.54,13,10,1.83,2.13,3,10,3.66,2.06,0,0,0,4,5,5,6,"cpbayes"
"synth-1882-58-8-2-0.5-0-318_bic-2",58,26.1,1514,2,1.66,0.55,99,22.84,2,1.84,0.37,16,12,6,2.92,1.38,7,1.84,1.71,0,9,3.69,1.89,2,1.84,0.37,13,14,5,2.79,1.12,7,1.84,1.58,0,9,3.69,1.75,10.15,2,1.64,0.55,16,7,1.64,1.46,2,8,3.28,1.62,9.36,2,1.45,0.75,19,7,1.45,1.51,9,9,2.9,1.76,1.12,2,1.64,0.58,24,10,1.64,2.07,3,12,3.28,2.17,2.1,2,1.71,0.56,21,10,1.71,1.95,3,10,3.41,1.91,0,0,0,4,5,5,6,"ilp.162.nc"
"synth-1883-27-8-2-0.5-0-220_bdeu-0.1-3",27,6.93,187,3,1.57,0.97,21,6.63,3,1.44,1.01,11,4,8,3.5,3,7,1.44,1.76,4,8,2.89,2.38,3,1.52,1.05,11,4,8,3.5,3,6,1.52,1.74,4,9,3.04,2.59,3.93,3,1.11,0.89,14,4,1.11,1.42,6,6,2.22,1.95,3.18,3,1.04,0.98,10,4,1.04,1.16,9,5,2.07,1.8,0,3,1.19,0.92,11,5,1.19,1.47,6,6,2.37,1.82,0.2,3,1.15,0.91,12,5,1.15,1.51,6,6,2.3,1.77,0,0,0,0,5,0,5,"ilp.141"
"synth-1884-31-3-2-0.5-0-3746_bic-2",31,51.55,1598,2,1.78,0.46,132,37.47,2,1.48,0.81,11,5,7,3.8,2.49,6,1.48,1.57,6,8,2.97,2.14,2,1.48,0.81,10,7,6,3,1.53,6,1.48,1.59,6,8,2.97,2.15,23.38,2,1.39,0.84,15,6,1.39,1.8,7,8,2.77,2.16,21.42,2,1.29,0.86,15,6,1.29,1.68,8,7,2.58,1.96,0.48,2,1.39,0.84,17,9,1.39,2.09,7,9,2.77,2.32,3.5,2,1.39,0.84,16,7,1.39,1.91,7,7,2.77,2.25,0,0,0,1,5,5,6,"astar.comp"
"synth-1885-44-7-2-0.5-0-163_bic-5",44,17.89,787,4,1.87,0.84,65,15.04,4,2.27,0.82,8,12,4,2.33,0.78,9,2.27,1.99,0,11,4.55,2.23,4,2.39,0.81,7,8,10,4,2.98,9,2.39,2.05,0,11,4.77,2.37,15.89,3,1.68,0.96,11,7,1.68,1.67,5,9,3.36,1.82,16.56,4,1.59,1.02,11,5,1.59,1.39,7,7,3.18,1.59,1.21,3,1.61,1.02,14,7,1.61,1.65,6,8,3.23,1.7,2.1,4,1.86,1.03,10,6,1.86,1.59,4,9,3.73,1.78,0,0,0,2,5,5,6,"ilp.162"
"synth-1886-49-7-2-0.5-0-274_bdeu-0.1-5",49,17.43,854,5,2.38,1.27,210,31.96,5,2.24,1.15,10,3,32,12,17.32,9,2.24,2.11,2,13,4.49,2.97,5,2.33,1.25,9,4,29,9.25,13.2,9,2.33,2.13,2,14,4.65,3.05,11.19,4,1.55,1.04,15,7,1.55,1.53,7,8,3.1,1.82,11.16,5,1.47,1.19,13,5,1.47,1.34,11,8,2.94,1.93,0,5,1.69,1.29,18,8,1.69,1.99,9,9,3.39,2.15,-1,5,2.33,1.25,9,9,2.33,2.13,2,14,4.65,3.05,0,0,0,2,5,2,6,"ilp.141"
"synth-1887-56-6-2-0.5-0-7955_bdeu-0.1-2",56,85.43,4784,2,1.86,0.38,301,81.57,2,1.84,0.5,16,10,8,3.3,2.06,7,1.84,1.73,3,9,3.68,1.95,2,1.86,0.48,16,9,8,3.89,2.42,7,1.86,1.74,3,9,3.71,1.95,10.14,2,1.75,0.61,18,9,1.75,2.02,5,11,3.5,2.15,10.55,2,1.48,0.85,22,8,1.48,1.83,13,10,2.96,2.22,1.02,2,1.59,0.73,22,8,1.59,1.96,8,9,3.18,2.13,1.1,2,1.73,0.62,18,8,1.73,2.05,5,9,3.46,2.12,0,0,0,5,5,5,6,"ilp.162"
"synth-1888-49-3-2-0.5-0-677_bdeu-10-4",49,96.43,4725,4,2.55,0.87,490,89.44,4,3.1,0.82,4,1,43,43,0,9,3.1,2.22,0,13,6.2,2.68,4,3.18,0.83,3,1,46,46,0,8,3.18,2,0,12,6.37,2.48,14.48,4,2.37,0.88,9,10,2.37,2.01,1,10,4.73,2.1,14.17,4,2.31,1.16,10,9,2.31,2.23,4,11,4.61,2.34,0.59,4,2.18,0.95,11,9,2.18,2.1,3,10,4.37,2.06,-1,4,3.18,0.83,3,8,3.18,2,0,12,6.37,2.48,0,0,0,5,5,5,6,"ilp.141"
"synth-1891-55-4-2-0.5-0-211_bdeu-0.1-4",55,20.11,1106,4,2.35,1.11,114,24.24,4,2.25,1.28,10,2,41,21.5,27.58,10,2.25,2.19,6,13,4.51,3.01,4,2.29,1.31,10,3,37,13.67,20.21,9,2.29,2.21,6,13,4.58,3.01,18.81,4,1.56,1.36,18,6,1.56,1.74,16,10,3.13,2.26,17.52,4,1.71,1.33,20,8,1.71,2,14,9,3.42,2.42,2.55,4,1.6,1.3,22,8,1.6,1.98,13,10,3.2,2.26,-1,4,2.29,1.31,10,9,2.29,2.21,6,13,4.58,3.01,0,0,0,3,5,5,6,"ilp.162.nc"
"synth-1892-28-5-2-0.5-0-1158_bdeu-1-4",28,336.25,9415,4,3.07,0.84,1241,340.9,4,2.82,1.16,5,1,23,23,0,11,2.82,2.42,1,15,5.64,2.95,4,3.07,1.15,2,2,24,13,15.56,10,3.07,2.51,1,14,6.14,3.06,19.2,4,2.36,1.28,7,10,2.36,2.42,3,13,4.71,2.64,15.61,4,2.14,1.35,7,11,2.14,2.49,3,13,4.29,2.69,3.78,4,2.04,1.37,7,8,2.04,1.88,4,9,4.07,2.19,6.8,4,2.04,1.4,7,10,2.04,2.24,4,11,4.07,2.39,0,0,0,2,5,5,6,"cpbayes"
"synth-1894-37-6-2-0.5-0-6919_bdeu-1-4",37,744.76,27556,4,3.47,0.72,3321,932.45,4,3.27,1.19,5,3,28,10.67,15.01,11,3.27,3.1,1,15,6.54,3.81,4,3.35,1.14,6,3,25,10.33,12.7,12,3.35,3.19,1,16,6.7,3.88,15.41,4,2.7,1.39,12,9,2.7,2.87,3,12,5.41,3.15,16.2,4,2.19,1.66,8,8,2.19,2.17,9,12,4.38,2.94,6.38,4,2.57,1.44,12,12,2.57,2.94,3,15,5.14,3.44,-1,4,3.35,1.14,6,12,3.35,3.19,1,16,6.7,3.88,0,0,0,4,5,6,6,"ilp.162.nc"
"synth-1895-34-3-2-0.5-0-326_bdeu-10-3",34,84.35,2868,3,2.4,0.72,299,74.29,3,2.68,0.81,6,1,27,27,0,8,2.68,2.04,2,11,5.35,2.55,3,2.68,0.81,5,3,25,9.67,13.28,8,2.68,2.14,2,11,5.35,2.63,14.44,3,2.18,1.09,6,9,2.18,2.02,4,12,4.35,2.31,13.16,3,2.21,1.12,7,11,2.21,2.32,5,13,4.41,2.61,0.81,3,2.03,1.06,10,9,2.03,2.11,4,12,4.06,2.16,-1,3,2.68,0.81,5,8,2.68,2.14,2,11,5.35,2.63,0,0,0,3,5,5,6,"ilp.162"
"synth-1896-43-6-2-0.5-0-8731_bdeu-0.1-2",43,143.3,6162,2,1.88,0.34,320,89.09,2,1.95,0.21,11,7,9,3.29,2.56,7,1.95,1.96,0,9,3.91,2,2,1.95,0.21,9,8,10,3.75,2.71,7,1.95,1.83,0,9,3.91,1.86,9.5,2,1.91,0.37,14,9,1.91,2.24,1,10,3.81,2.13,9.87,2,1.72,0.67,14,7,1.72,1.93,5,9,3.44,2.11,1.12,2,1.79,0.51,18,8,1.79,2.26,2,9,3.58,2.34,3,2,1.88,0.39,15,7,1.88,2.16,1,8,3.77,2.11,0,0,0,4,5,5,6,"ilp.141.nc"
"synth-1897-29-6-2-0.5-0-116_bdeu-0.1-2",29,8.14,236,2,1.31,0.68,26,6.84,2,1.41,0.73,7,5,6,3,1.73,5,1.41,1.3,4,7,2.83,1.49,2,1.55,0.63,7,7,4,2.57,0.79,5,1.55,1.43,2,7,3.1,1.76,9.55,2,1.03,0.78,11,4,1.03,1.09,8,6,2.07,1.33,8.62,2,1.21,0.82,9,4,1.21,1.15,7,5,2.41,1.3,0,2,1.17,0.8,9,3,1.17,1.04,7,5,2.34,1.26,0.3,2,1.17,0.8,9,3,1.17,1.04,7,5,2.34,1.26,0,0,0,2,5,0,4,"ilp.141"
"synth-1898-42-8-2-0.5-0-1647_bdeu-1-3",42,254.33,10682,3,2.65,0.58,940,244.52,3,2.71,0.67,7,5,19,6.2,7.36,9,2.71,2.39,1,12,5.43,2.7,3,2.74,0.66,7,6,14,5.5,5.21,9,2.74,2.41,1,12,5.48,2.7,13.91,3,2.4,1.08,14,12,2.4,2.76,5,12,4.81,2.86,13.91,3,2.21,1.07,14,9,2.21,2.6,5,12,4.43,2.96,2.57,3,2.43,0.94,15,9,2.43,2.63,3,11,4.86,2.8,2.9,3,2.48,0.94,15,11,2.48,2.76,3,11,4.95,2.8,0,0,0,4,5,5,6,"ilp.141.nc"
