"id","f_1","f_2","f_3","f_8","f_9","f_10","f_11","f_12","f_13","f_14","f_15","f_16","f_17","f_18","f_19","f_20","f_21","f_22","f_23","f_24","f_25","f_29","f_30","f_31","f_32","f_34","f_35","f_36","f_37","CCEHC2akms","CCLS2akms","Naps.1.02.ms","WMaxSatz.","WMaxSatz09","ahms.1.70","ahms.ls.1.70","CCEHC2akms_success","CCLS2akms_success","Naps.1.02.ms_success","WMaxSatz._success","WMaxSatz09_success","ahms.1.70_success","ahms.ls.1.70_success","base","Class"
"normalized-par32-1.wcnf",6352,19805,0.32073,0.32073,0.00032,0.99074,0.00015,0.00414,0.00399,0.00032,0.40775,0.00016,0.00047,0.00031,0.63533,0.1393,0.33333,0.97561,0.64228,0.51891,0.96281,0.32785,0.64211,1,1e-04,1e-04,0.00015,5e-05,0.48821,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,"maxino16.c10"
"normalized-par32-2-c.wcnf",2606,9115,0.2859,0.2859,0.00086,1.189,0.00044,0.009,0.00856,0.00086,0.38754,0.00038,0.00115,0.00077,0.69051,0.07752,0.5,0.97561,0.47561,0.57115,0.86655,0.2859,0.46967,1,0.00022,0.00022,0.00022,0,0.42885,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.01,"maxino16.c10"
"normalized-par32-2.wcnf",6352,19781,0.32112,0.32112,0.00032,0.98352,0.00015,0.00415,0.00399,0.00032,0.4078,0.00016,0.00047,0.00031,0.63429,0.14221,0.33333,0.97561,0.64228,0.51833,0.96391,0.32824,0.6441,1,1e-04,1e-04,0.00015,5e-05,0.4888,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,"maxino16.c10"
"normalized-pdc.r.wcnf",1301,2999,0.43381,0.43381,0.00541,0.85213,0,0.03935,0.03935,0.00541,1.02341,0.00077,0.02998,0.02921,0.88779,0.1297,0,0.99153,0.99153,0.56619,0.87531,0.43815,0.44515,0.45415,0.00034,0,0.00067,0.00067,0.43815,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"LMHS.2016"
"normalized-prom2.pi.wcnf",1965,3584,0.54827,0.54827,0.00182,0.38834,0.00028,0.00474,0.00446,0.00182,1.04543,0.00051,0.01323,0.01272,0.82122,0.09415,0,0.94118,0.94118,0.45173,1.10169,0.55329,0.57645,0.62779,0.00028,0.00028,0.00056,0.00028,0.55329,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"LMHS.2016"
"normalized-prom2.r.wcnf",1956,3566,0.54851,0.54851,0.00184,0.38513,0.00028,0.00477,0.00449,0.00184,1.04302,0.00051,0.01329,0.01278,0.8227,0.09038,0,0.94118,0.94118,0.45149,1.10221,0.55104,0.57431,0.62591,0.00028,0.00028,0.00056,0.00028,0.55104,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"LMHS.2016"
"normalized-rd84.b.wcnf",970,4307,0.22521,0.22521,0.04591,1.0366,7e-04,0.17808,0.17739,0.04591,1.18801,0.00103,0.45979,0.45876,0.81011,0.29999,0.16667,0.99824,0.83158,0.74135,0.54152,0.22521,0.22521,0.22521,0.00023,0.00023,0.00023,0,0.22521,550.01,547.73,3.13,1800,1800,104.51,101.13,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.04,"Optiriss6"
"normalized-rot.b.wcnf",932,2199,0.42383,0.42383,0.00714,1.42197,0,0.07231,0.07231,0.00714,1.24286,0.00107,0.08476,0.08369,0.67924,0.3147,0,0.99351,0.99351,0.50263,0.87726,0.43702,0.47067,0.52615,0.00053,0,0.01864,0.01864,0.46385,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"LMHS.2016"
"normalized-s3-3-3-1pb.wcnf",996,2755,0.0784,0.36152,0.00267,0.53261,0.00073,0.0069,0.00617,0.00267,0.26204,0.001,0.00402,0.00301,0.48128,0.22683,0,0.66667,0.66667,0.43811,0.64211,0.10853,0.25445,0.97822,0.00133,0.00036,0.00399,0.00363,0.5637,4.71,1800,0.39,1.59,1.57,7.14,6.04,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,"Optiriss6"
"normalized-s3-3-3-2pb.wcnf",1252,3475,0.07597,0.36029,0.00213,0.53295,0.00058,0.00547,0.00489,0.00213,0.25852,8e-04,0.00319,0.0024,0.48689,0.2187,0.25,1,0.75,0.4424,0.63221,0.10446,0.25122,0.97813,0.00104,0.00029,0.00317,0.00288,0.55396,3.94,1800,0.74,1.05,1.06,7.28,7.87,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,"QMaxSAT14"
"normalized-s3-3-3-3pb.wcnf",1124,3115,0.07705,0.36083,0.00237,0.53269,0.00064,0.0061,0.00546,0.00237,0.26044,0.00089,0.00356,0.00267,0.48314,0.22399,0,0.66667,0.66667,0.43991,0.63831,0.10626,0.25457,0.97817,0.00117,0.00032,0.00353,0.00321,0.56019,3.85,1800,0.73,7.59,7.63,6.49,6.79,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,"maxino16.c10"
"normalized-s3-3-3-4pb.wcnf",1060,2935,0.07768,0.36116,0.00251,0.53178,0.00068,0.00647,0.00579,0.00251,0.26118,0.00094,0.00377,0.00283,0.48314,0.22347,0.25,1,0.75,0.43941,0.63977,0.10733,0.25451,0.97819,0.00125,0.00034,0.00375,0.00341,0.56184,3.75,1800,0.6,0.2,0.2,15.08,13.71,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,"Optiriss6"
"normalized-s3-3-3-5pb.wcnf",1124,3113,0.0771,0.36107,0.00236,0.52833,0.00064,0.0061,0.00546,0.00236,0.26018,0.00089,0.00356,0.00267,0.48372,0.22334,0.25,1,0.75,0.43988,0.63813,0.10633,0.25667,0.98008,0.00117,0.00032,0.00353,0.00321,0.56055,3.64,1800,0.4,2.93,2.92,17.4,14.43,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,"maxino16.c10"
"normalized-s4-4-3-10pb.wcnf",4028,11763,0.07141,0.34243,0.00068,0.58475,0.00017,0.00187,0.0017,0.00068,0.24716,0.00025,0.00099,0.00074,0.49574,0.19872,0,0.66667,0.66667,0.44362,0.62539,0.08527,0.22911,0.95647,0.00031,9e-05,0.00102,0.00094,0.5224,1800,1800,2.51,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.01,"QMaxSAT14"
"normalized-s4-4-3-1pb.wcnf",3160,9219,0.07289,0.34277,0.00086,0.58502,0.00022,0.00239,0.00217,0.00086,0.24946,0.00032,0.00127,0.00095,0.49255,0.20368,0,0.66667,0.66667,0.44116,0.6316,0.08754,0.23007,0.95531,4e-04,0.00011,0.0013,0.00119,0.52815,1800,1800,4.55,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.01,"WPM3.2015.co"
"normalized-s4-4-3-2pb.wcnf",3036,8851,0.07321,0.34301,9e-04,0.58206,0.00023,0.00249,0.00226,9e-04,0.2496,0.00033,0.00132,0.00099,0.49249,0.20425,0.25,1,0.75,0.44071,0.63213,0.08801,0.23105,0.95662,0.00042,0.00011,0.00136,0.00124,0.52864,1800,1800,7.81,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.01,"WPM3.2015.co"
"normalized-s4-4-3-3pb.wcnf",3036,8853,0.0732,0.34293,9e-04,0.58396,0.00023,0.00249,0.00226,9e-04,0.24995,0.00033,0.00132,0.00099,0.49164,0.20503,0,0.66667,0.66667,0.44042,0.63328,0.08799,0.23167,0.95595,0.00042,0.00011,0.00136,0.00124,0.52988,1800,1800,2.93,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.01,"QMaxSAT14"
"normalized-s4-4-3-4pb.wcnf",3284,9579,0.07266,0.34283,0.00083,0.58291,0.00021,0.0023,0.00209,0.00083,0.24892,3e-04,0.00122,0.00091,0.49347,0.20255,0.25,1,0.75,0.4416,0.63015,0.08717,0.23061,0.95657,0.00038,1e-04,0.00125,0.00115,0.52688,1800,1800,3.02,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.01,"Optiriss6"
"normalized-s4-4-3-5pb.wcnf",3408,9943,0.07241,0.34275,8e-04,0.58242,2e-04,0.00221,0.00201,8e-04,0.24887,0.00029,0.00117,0.00088,0.49319,0.20232,0,0.66667,0.66667,0.44162,0.63037,0.08679,0.23162,0.95655,0.00037,1e-04,0.00121,0.00111,0.52731,1800,1800,4.67,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.01,"WPM3.2015.co"
"normalized-s4-4-3-6pb.wcnf",2912,8491,0.07349,0.34295,0.00094,0.58524,0.00024,0.00259,0.00236,0.00094,0.25012,0.00034,0.00137,0.00103,0.49199,0.20501,0.25,1,0.75,0.44047,0.6331,0.08845,0.22977,0.95525,0.00044,0.00012,0.00141,0.0013,0.52938,1800,1800,4.38,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.01,"WPM3.2015.co"
"normalized-s4-4-3-7pb.wcnf",3160,9221,0.07288,0.3427,0.00086,0.58686,0.00022,0.00239,0.00217,0.00086,0.24954,0.00032,0.00127,0.00095,0.49258,0.20361,0,0.66667,0.66667,0.44128,0.63158,0.08752,0.22937,0.95467,4e-04,0.00011,0.0013,0.00119,0.52803,1800,1800,3.84,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.01,"mscg2015b"
"normalized-s4-4-3-8pb.wcnf",1920,5575,0.07749,0.34439,0.00141,0.57808,0.00036,0.00395,0.00359,0.00141,0.25641,0.00052,0.00208,0.00156,0.48148,0.21969,0,0.66667,0.66667,0.43223,0.65269,0.09453,0.2409,0.95695,0.00068,0.00018,0.00215,0.00197,0.5487,221.93,1800,1.68,1800,1800,1800,1800,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,"maxino16.dis"
"normalized-s4-4-3-9pb.wcnf",4028,11761,0.07142,0.34249,0.00068,0.58334,0.00017,0.00187,0.0017,0.00068,0.24738,0.00025,0.00099,0.00074,0.49529,0.19903,0,0.66667,0.66667,0.4433,0.62623,0.08528,0.23068,0.95698,0.00031,9e-05,0.00102,0.00094,0.52351,1800,1800,3.87,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.01,"WPM3.2015.co"
"normalized-sao2.b.wcnf",282,704,0.40057,0.40057,0.03956,0.71496,0,0.13352,0.13352,0.03956,0.99319,0.00355,0.21631,0.21277,0.81406,0.24125,0,0.98936,0.98936,0.56194,0.81941,0.40909,0.41477,0.41477,0.00145,0,0.00284,0.00284,0.40909,1800,1800,186.39,1800,1800,1.82,0.53,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,"maxino16.dis"
"normalized-saucier.r.wcnf",6206,6322,0.98165,0.98165,0.00883,0.12076,0.00016,0.01028,0.01012,0.00883,7.33775,0.00016,0.66774,0.66758,0.98144,0.0142,0,0.98462,0.98462,0.01835,7.31436,0.98165,0.98181,0.98181,0.00016,0.00016,0.00016,0,0.98165,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.09,"maxhs.b"
"normalized-test1.r.wcnf",593,898,0.66036,0.66036,0.00437,0.28594,0,0.00891,0.00891,0.00437,1.09803,0.00169,0.03035,0.02867,0.72428,0.10983,0,0.875,0.875,0.33964,1.39437,0.67372,0.70267,0.7461,0.00114,0,0.00223,0.00223,0.67372,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"LMHS.2016"
"normalized-test4.pi.wcnf",5117,6552,0.78098,0.78098,0.00312,0.35559,0.00046,0.00839,0.00794,0.00312,1.95533,2e-04,0.03107,0.03088,0.94355,0.02645,0.66667,0.98182,0.31515,0.21902,1.88835,0.78098,0.78098,0.78114,0.00015,0.00015,0.00015,0,0.78098,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,"maxino16.c10"
"p1.wcnf.t.wcnf",2436,2519247,3e-05,0.00097,0.00082,0.13007,0.00015,0.00097,0.00082,0.00083,0.09058,0.00082,0.01724,0.01642,5e-04,0.25544,0.00041,0.00262,0.00221,3e-05,198.39929,0,0.99997,0.99997,0.00082,0.00015,0.00097,0.00082,0.99997,1800,1800,530.69,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2.42,"mscg2015a"
"rand118_l2.wcnf",11162,86844,0.09658,0.12853,0.00021,3.43783,1e-05,0.02372,0.02371,0.00021,0.57919,9e-05,0.01586,0.01577,0.35614,0.73523,0,1,1,0.44286,0.64046,0.10931,0.72464,0.84025,0.00012,0,0.02257,0.02257,0.72453,1800,1800,64.72,1800,1800,1254.89,1070.34,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.09,"maxino16.c10"
"rand172_l2.wcnf",11120,84972,0.09735,0.13087,0.00021,3.42944,1e-05,0.02348,0.02347,0.00021,0.57672,9e-05,0.01592,0.01583,0.35892,0.73046,0,1,1,0.4424,0.64279,0.10988,0.72559,0.84148,0.00012,0,0.02261,0.02261,0.72592,1800,1800,115.82,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.09,"maxino16.dis"
"rand179_l2.wcnf",11114,85779,0.09636,0.12957,0.00021,3.44097,1e-05,0.02343,0.02342,0.00021,0.56498,9e-05,0.01593,0.01584,0.35953,0.72858,0,1,1,0.44425,0.63835,0.10937,0.72539,0.84087,0.00012,0,0.02283,0.02283,0.72541,1800,1800,97.55,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.09,"maxino16.c10"
"rand196_l2.wcnf",10848,83375,0.09668,0.13011,0.00022,3.41731,1e-05,0.02366,0.02365,0.00022,0.54983,9e-05,0.01632,0.01622,0.36181,0.72552,0,1,1,0.4443,0.63972,0.1097,0.72396,0.8399,0.00012,0,0.02272,0.02272,0.72452,1800,1800,319.18,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.09,"maxino16.dis"
"rand208_l2.wcnf",10864,83730,0.09663,0.12975,0.00022,3.41028,1e-05,0.02356,0.02355,0.00022,0.5492,9e-05,0.01629,0.0162,0.3648,0.71706,0,1,1,0.44532,0.63796,0.10982,0.72467,0.84008,0.00012,0,0.02281,0.02281,0.72506,1800,1800,48.25,1800,1800,1373.14,1016.73,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.09,"maxino16.c10"
"rand209_l2.wcnf",11073,84271,0.09646,0.1314,0.00021,3.44464,1e-05,0.02364,0.02363,0.00021,0.54993,9e-05,0.01598,0.01589,0.35348,0.75144,0,1,1,0.44276,0.64198,0.11082,0.72358,0.83966,0.00012,0,0.02275,0.02275,0.72408,1800,1800,175.84,1800,1800,1206.46,1379.32,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.09,"maxino16.dis"
"rand21_l2.wcnf",10948,83727,0.09686,0.13076,0.00022,3.42001,1e-05,0.02353,0.02352,0.00022,0.54922,9e-05,0.01617,0.01608,0.36258,0.72427,0,1,1,0.44422,0.63934,0.11022,0.72501,0.84055,0.00012,0,0.0228,0.0228,0.72558,1800,1800,288.24,1800,1800,1467.87,1463,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.09,"maxino16.dis"
"rand242_l2.wcnf",11001,85359,0.09677,0.12888,0.00022,3.42423,1e-05,0.02356,0.02355,0.00022,0.56522,9e-05,0.01609,0.016,0.36048,0.72327,0,1,1,0.44361,0.6401,0.10883,0.72504,0.84017,0.00012,0,0.02268,0.02268,0.72486,1800,1800,57.75,1800,1800,1169.58,1327.98,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.09,"maxino16.dis"
"rand289_l2.wcnf",11030,86317,0.09648,0.12778,0.00021,3.41108,1e-05,0.02354,0.02353,0.00021,0.58021,9e-05,0.01605,0.01596,0.36048,0.7266,0,1,1,0.44448,0.63888,0.10941,0.72481,0.84027,0.00012,0,0.02258,0.02258,0.72474,1800,1800,47.38,1800,1800,998.63,1041.57,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.09,"maxino16.c10"
"rand290_l2.wcnf",11530,88441,0.09726,0.13037,0.00021,3.47219,1e-05,0.02369,0.02368,0.00021,0.58839,9e-05,0.01535,0.01526,0.36021,0.72935,0,1,1,0.44255,0.64205,0.10956,0.72634,0.84163,0.00012,0,0.02299,0.02299,0.72663,1800,1800,59.51,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.09,"maxino16.dis"
"rand308_l2.wcnf",7162,51772,0.09975,0.13834,0.00039,3.90167,2e-05,0.07066,0.07064,0.00039,0.4926,0.00014,0.01759,0.01745,0.4108,0.60238,0,1,1,0.53615,0.55077,0.1196,0.45237,0.67621,0.00011,0,0.02617,0.02617,0.4532,1800,1800,105.12,1800,1800,552.25,555.69,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.06,"maxino16.c10"
"rand30_l2.wcnf",10991,84698,0.0977,0.12977,0.00021,3.42112,1e-05,0.02364,0.02363,0.00022,0.54908,9e-05,0.0161,0.01601,0.35372,0.7378,0,1,1,0.44259,0.64387,0.11208,0.7249,0.83952,0.00012,0,0.02268,0.02268,0.72473,1800,1800,57,1800,1800,1300.33,1194.44,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.09,"maxino16.dis"
"rand313_l2.wcnf",11156,85873,0.09622,0.12991,0.00021,3.43813,1e-05,0.02356,0.02355,0.00021,0.57943,9e-05,0.01587,0.01578,0.3606,0.73073,0,1,1,0.4439,0.639,0.10913,0.72435,0.84053,0.00012,0,0.02263,0.02263,0.72483,1800,1800,71.94,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.09,"maxino16.dis"
"rand377_l2.wcnf",7392,53237,0.09899,0.13885,0.00038,3.94563,2e-05,0.07053,0.07051,0.00038,0.51048,0.00014,0.01705,0.01691,0.42269,0.57627,0,1,1,0.53881,0.54402,0.11603,0.45194,0.67545,0.00011,0,0.02607,0.02607,0.45309,1800,1800,26.79,1800,1800,385.74,408.91,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.06,"maxino16.c10"
"rand411_l2.wcnf",11001,83886,0.09651,0.13114,0.00021,3.42301,1e-05,0.02353,0.02352,0.00022,0.54838,9e-05,0.01609,0.016,0.36668,0.71178,0,1,1,0.44474,0.63821,0.10905,0.72475,0.84035,0.00012,0,0.02264,0.02264,0.72519,1800,1800,69.36,1800,1800,1316.97,1263.57,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.09,"maxino16.c10"
"rand414_l2.wcnf",6988,51384,0.09964,0.136,4e-04,3.86515,2e-05,0.07088,0.07086,4e-04,0.49244,0.00014,0.01803,0.01789,0.41463,0.58961,0,1,1,0.53943,0.54669,0.1193,0.45028,0.67505,0.00011,0,0.02629,0.02629,0.44973,1800,1800,41.12,1800,1800,614.38,664.21,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.05,"maxino16.c10"
"rand425_l2.wcnf",10793,83543,0.09696,0.12919,0.00022,3.40289,1e-05,0.02366,0.02365,0.00022,0.55,9e-05,0.0164,0.01631,0.35933,0.72866,0,1,1,0.44399,0.6414,0.11018,0.72417,0.83972,0.00012,0,0.02274,0.02274,0.72407,1800,1800,32.52,1800,1800,1570.71,1132.19,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.09,"maxino16.dis"
"rand446_l2.wcnf",10915,83832,0.09718,0.1302,0.00022,3.41656,1e-05,0.02369,0.02368,0.00022,0.55001,9e-05,0.01622,0.01612,0.36234,0.72131,0,1,1,0.44374,0.64107,0.10958,0.72419,0.83964,0.00012,0,0.02272,0.02272,0.72443,1800,1800,41.7,1800,1800,1036.69,1020.81,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.09,"maxino16.dis"
"rand484_l2.wcnf",10732,83249,0.09689,0.12891,0.00022,3.39875,1e-05,0.02372,0.02371,0.00022,0.55074,9e-05,0.01649,0.0164,0.36263,0.72038,0,1,1,0.44455,0.63941,0.10929,0.72395,0.83967,0.00012,0,0.02279,0.02279,0.72407,1800,1800,41.86,1800,1800,895.85,999.96,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.08,"maxino16.dis"
"rand507_l2.wcnf",7173,51681,0.09951,0.13879,0.00039,3.89923,2e-05,0.07061,0.07059,0.00039,0.49154,0.00014,0.01757,0.01743,0.42112,0.57556,0,1,1,0.53883,0.54592,0.1178,0.45106,0.6758,0.00011,0,0.02626,0.02626,0.45171,1800,1800,79.18,1800,1800,720.47,574.43,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.06,"maxino16.c10"
"rand695_l2.wcnf",7142,51555,0.09935,0.13853,4e-04,3.91183,2e-05,0.07093,0.07091,4e-04,0.49198,0.00014,0.01764,0.0175,0.41659,0.58706,0,1,1,0.53817,0.54681,0.1184,0.45094,0.67499,0.00011,0,0.02626,0.02626,0.45163,1800,1800,46.42,1800,1800,573.63,514.68,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.05,"maxino16.c10"
"rand717_l2.wcnf",11413,87764,0.09776,0.13004,0.00021,3.47995,1e-05,0.02387,0.02386,0.00021,0.54598,9e-05,0.01551,0.01542,0.35793,0.73117,0,1,1,0.44244,0.64315,0.11058,0.72485,0.84032,0.00012,0,0.02315,0.02315,0.72468,1800,1800,248.9,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.09,"maxino16.dis"
"rand736_l2.wcnf",7122,51888,0.09954,0.13726,4e-04,3.8808,2e-05,0.07084,0.07083,4e-04,0.49177,0.00014,0.01769,0.01755,0.41764,0.58593,0,1,1,0.53765,0.54845,0.11841,0.45097,0.67453,0.00011,0,0.02627,0.02627,0.45149,1800,1800,33.13,1800,1800,688.08,531.05,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.06,"maxino16.c10"
"rand736_l3.wcnf",45255,108042,0.04781,0.41886,6e-05,5.44158,1e-05,0.03403,0.03402,6e-05,0.44713,2e-05,0.00278,0.00276,0.50664,0.51963,0,1,1,0.4743,0.52223,0.11185,0.58325,0.83565,3e-05,0,0.01262,0.01262,0.71342,1800,1800,12.45,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.12,"maxino16.c10"
"rand794_l2.wcnf",11318,88125,0.09724,0.12843,0.00021,3.4566,1e-05,0.02377,0.02376,0.00021,0.59777,9e-05,0.01564,0.01555,0.35655,0.73399,0,1,1,0.44253,0.64104,0.10989,0.72727,0.84188,0.00012,0,0.02311,0.02311,0.72726,1800,1800,53.22,1800,1800,1413.7,1457.05,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.09,"maxino16.dis"
"rand7_l2.wcnf",11126,86169,0.09684,0.12912,0.00021,3.4381,1e-05,0.0237,0.02369,0.00021,0.58027,9e-05,0.01591,0.01582,0.3517,0.7452,0,1,1,0.44192,0.64244,0.11033,0.72503,0.84027,0.00012,0,0.02266,0.02266,0.72482,1800,1800,62.04,1800,1800,1566.21,1657.25,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.09,"maxino16.dis"
"rand813_l2.wcnf",7304,52003,0.09959,0.14045,0.00039,3.92956,2e-05,0.07053,0.07052,0.00039,0.49062,0.00014,0.01725,0.01711,0.42229,0.57595,0,1,1,0.53851,0.54517,0.11776,0.45157,0.67879,0.00011,0,0.02625,0.02625,0.45265,1800,1800,32.03,1800,1800,585.21,608.7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.06,"maxino16.dis"
"rand869_l2.wcnf",10735,83343,0.0969,0.12881,0.00022,3.4002,1e-05,0.0237,0.02369,0.00022,0.55008,9e-05,0.01649,0.01639,0.36166,0.72251,0,1,1,0.44453,0.63978,0.10964,0.72421,0.83975,0.00012,0,0.02274,0.02274,0.72427,1800,1800,96.21,1800,1800,870.14,1068.64,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.09,"maxino16.dis"
"rand874_l2.wcnf",10733,83562,0.09695,0.12844,0.00022,3.40134,1e-05,0.02377,0.02375,0.00022,0.55009,9e-05,0.01649,0.0164,0.36104,0.72355,0,1,1,0.44467,0.63978,0.10995,0.72476,0.83987,0.00012,0,0.02279,0.02279,0.72459,1800,1800,55.29,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.09,"maxino16.dis"
"rand892_l2.wcnf",7264,51488,0.09925,0.14108,0.00039,3.93414,2e-05,0.0707,0.07068,0.00039,0.49136,0.00014,0.01735,0.01721,0.42246,0.57564,0,1,1,0.53829,0.54509,0.11735,0.45148,0.6762,0.00011,0,0.02622,0.02622,0.45345,1800,1800,32.52,1800,1800,523.33,632.94,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.05,"maxino16.dis"
"rand937_l2.wcnf",10740,83368,0.09705,0.12883,0.00022,3.40773,1e-05,0.0238,0.02379,0.00022,0.55003,9e-05,0.01648,0.01639,0.36016,0.72484,0,1,1,0.44417,0.64053,0.10984,0.72423,0.83963,0.00012,0,0.0228,0.0228,0.72404,1800,1800,66.65,1800,1800,1118.69,1705.68,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.09,"maxino16.c10"
"rand943_l2.wcnf",11836,90972,0.09818,0.13011,2e-04,3.50579,1e-05,0.02399,0.02397,2e-04,0.59469,8e-05,0.01495,0.01487,0.36015,0.72435,0,1,1,0.44236,0.64167,0.11015,0.72697,0.84241,0.00011,0,0.02271,0.02271,0.72672,1800,1800,101.26,1800,1800,1737.23,1476.29,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.1,"maxino16.dis"
"rand954_l2.wcnf",10894,84935,0.09665,0.12826,0.00022,3.41265,1e-05,0.02361,0.02359,0.00022,0.5664,9e-05,0.01625,0.01616,0.35798,0.72969,0,1,1,0.44386,0.64014,0.10968,0.72437,0.83974,0.00012,0,0.02268,0.02268,0.72406,1800,1800,49.58,1800,1800,1468.15,1188.13,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.09,"maxino16.dis"
"rand96_l2.wcnf",10885,83739,0.09708,0.12999,0.00022,3.42469,1e-05,0.02381,0.0238,0.00022,0.54935,9e-05,0.01626,0.01617,0.36053,0.72535,0,1,1,0.44361,0.64142,0.10991,0.72443,0.83991,0.00012,0,0.02275,0.02275,0.72467,1800,1800,49.09,1800,1800,963.39,1140.78,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.09,"maxino16.dis"
